"","Pathogen","Host","Dataset","PathogenType","Pathogen_fix"
"3504","Bordetella_avium","Erythrura_psittacea","Shaw","Bacteria","Bordetella_avium"
"3505","Bordetella_bronchialis","Homo_sapiens","Shaw","Bacteria","Bordetella_bronchialis"
"3506","Bordetella_bronchiseptica","Homo_sapiens","Shaw","Bacteria","Bordetella_bronchiseptica"
"3507","Bordetella_bronchiseptica","Enhydra_lutris","GMPD","Bacteria","Bordetella_bronchiseptica"
"3508","Bordetella_bronchiseptica","Equus_caballus","Shaw","Bacteria","Bordetella_bronchiseptica"
"3509","Bordetella_bronchiseptica","Arctocephalus_gazella","GMPD","Bacteria","Bordetella_bronchiseptica"
"3510","Bordetella_bronchiseptica","Oryctolagus_cuniculus","Shaw","Bacteria","Bordetella_bronchiseptica"
"3511","Bordetella_bronchiseptica","Meles_meles","GMPD","Bacteria","Bordetella_bronchiseptica"
"3512","Bordetella_bronchiseptica","Choloepus_hoffmanni","Shaw","Bacteria","Bordetella_bronchiseptica"
"3513","Bordetella_bronchiseptica","Phoca_vitulina","Shaw","Bacteria","Bordetella_bronchiseptica"
"3514","Bordetella_bronchiseptica","Chlorocebus_sabaeus","Shaw","Bacteria","Bordetella_bronchiseptica"
"3515","Bordetella_bronchiseptica","Sus_scrofa_domesticus","Shaw","Bacteria","Bordetella_bronchiseptica"
"3516","Bordetella_bronchiseptica","Enhydra_lutris","Shaw","Bacteria","Bordetella_bronchiseptica"
"3517","Bordetella_bronchiseptica","Cavia_porcellus","Shaw","Bacteria","Bordetella_bronchiseptica"
"3518","Bordetella_bronchiseptica","Ursus_maritimus","Shaw","Bacteria","Bordetella_bronchiseptica"
"3519","Bordetella_bronchiseptica","Elephas_maximus","Shaw","Bacteria","Bordetella_bronchiseptica"
"3520","Bordetella_bronchiseptica","Phoca_vitulina","GMPD","Bacteria","Bordetella_bronchiseptica"
"3521","Bordetella_bronchiseptica","Cystophora_cristata","GMPD","Bacteria","Bordetella_bronchiseptica"
"3522","Bordetella_bronchiseptica","Cystophora_cristata","Shaw","Bacteria","Bordetella_bronchiseptica"
"3523","Bordetella_bronchiseptica","Halichoerus_grypus","Shaw","Bacteria","Bordetella_bronchiseptica"
"3524","Bordetella_bronchiseptica","Homo_sapiens","EID2","Bacteria","Bordetella_bronchiseptica"
"3525","Bordetella_bronchiseptica","Erinaceus_europaeus","Shaw","Bacteria","Bordetella_bronchiseptica"
"3526","Bordetella_bronchiseptica","Rattus_rattus","Shaw","Bacteria","Bordetella_bronchiseptica"
"3527","Bordetella_bronchiseptica","Callithrix_jacchus","Shaw","Bacteria","Bordetella_bronchiseptica"
"3528","Bordetella_bronchiseptica","Canis_lupus","EID2","Bacteria","Bordetella_bronchiseptica"
"3529","Bordetella_bronchiseptica","Mus_musculus","Shaw","Bacteria","Bordetella_bronchiseptica"
"3530","Bordetella_bronchiseptica","Microtus_montanus","Shaw","Bacteria","Bordetella_bronchiseptica"
"3531","Bordetella_bronchiseptica","Felis_catus","Shaw","Bacteria","Bordetella_bronchiseptica"
"3532","Bordetella_flabilis","Homo_sapiens","Shaw","Bacteria","Bordetella_flabilis"
"3533","Bordetella_hinzii","Homo_sapiens","Shaw","Bacteria","Bordetella_hinzii"
"3534","Bordetella_hinzii","Homo_sapiens","EID2","Bacteria","Bordetella_hinzii"
"3535","Bordetella_hinzii","Gallus_gallus","Shaw","Bacteria","Bordetella_hinzii"
"3536","Bordetella_hinzii","Rattus_tanezumi","EID2","Bacteria","Bordetella_hinzii"
"3537","Bordetella_hinzii","Meleagris_gallopavo","Shaw","Bacteria","Bordetella_hinzii"
"3538","Bordetella_holmesii","Homo_sapiens","EID2","Bacteria","Bordetella_holmesii"
"3539","Bordetella_holmesii","Homo_sapiens","Shaw","Bacteria","Bordetella_holmesii"
"3540","Bordetella_parapertussis","Ovis_aries","Shaw","Bacteria","Bordetella_parapertussis"
"3541","Bordetella_parapertussis","Homo_sapiens","Shaw","Bacteria","Bordetella_parapertussis"
"3542","Bordetella_parapertussis","Homo_sapiens","EID2","Bacteria","Bordetella_parapertussis"
"3543","Bordetella_pertussis","Homo_sapiens","EID2","Bacteria","Bordetella_pertussis"
"3544","Bordetella_pertussis","Homo_sapiens","Shaw","Bacteria","Bordetella_pertussis"
"3545","Bordetella_petrii","Homo_sapiens","EID2","Bacteria","Bordetella_petrii"
"3546","Bordetella_petrii","Homo_sapiens","Shaw","Bacteria","Bordetella_petrii"
"3547","Bordetella_sputigena","Homo_sapiens","Shaw","Bacteria","Bordetella_sputigena"
"3548","Bordetella_trematum","Homo_sapiens","EID2","Bacteria","Bordetella_trematum"
"3549","Bordetella_trematum","Homo_sapiens","Shaw","Bacteria","Bordetella_trematum"
"3550","Borna_disease_virus","Bos_taurus","HP3","Virus","Borna_disease_virus"
"3551","Borna_disease_virus","Homo_sapiens","EID2","Virus","Borna_disease_virus"
"3552","Borna_disease_virus","Procyon_lotor","EID2","Virus","Borna_disease_virus"
"3553","Borna_disease_virus","Equus_caballus","HP3","Virus","Borna_disease_virus"
"3554","Borna_disease_virus","Vulpes_vulpes","HP3","Virus","Borna_disease_virus"
"3555","Borna_disease_virus","Oryctolagus_cuniculus","HP3","Virus","Borna_disease_virus"
"3556","Borna_disease_virus","Choeropsis_liberiensis","HP3","Virus","Borna_disease_virus"
"3557","Borna_disease_virus","Vulpes_vulpes","EID2","Virus","Borna_disease_virus"
"3558","Borna_disease_virus","Canis_lupus","EID2","Virus","Borna_disease_virus"
"3559","Borna_disease_virus","Capra_hircus","HP3","Virus","Borna_disease_virus"
"3560","Borna_disease_virus","Microtus_oeconomus","HP3","Virus","Borna_disease_virus"
"3561","Borna_disease_virus","Myodes_glareolus","HP3","Virus","Borna_disease_virus"
"3562","Borna_disease_virus","Macaca_fuscata","HP3","Virus","Borna_disease_virus"
"3563","Borna_disease_virus","Ovis_aries","HP3","Virus","Borna_disease_virus"
"3564","Borna_disease_virus","Crocidura_leucodon","EID2","Virus","Borna_disease_virus"
"3565","Borna_disease_virus","Felis_catus","HP3","Virus","Borna_disease_virus"
"3566","Borna_disease_virus","Lama_pacos","HP3","Virus","Borna_disease_virus"
"3567","Borna_disease_virus","Crocidura_leucodon","HP3","Virus","Borna_disease_virus"
"3568","Borna_disease_virus","Canis_familiaris","HP3","Virus","Borna_disease_virus"
"3569","Borna_disease_virus","Sus_scrofa","HP3","Virus","Borna_disease_virus"
"3570","Borna_disease_virus","Homo_sapiens","HP3","Virus","Borna_disease_virus"
"3571","Borna_disease_virus","Procyon_lotor","HP3","Virus","Borna_disease_virus"
"3572","Borna_disease_virus","Choloepus_didactylus","HP3","Virus","Borna_disease_virus"
"3573","Borna_disease_virus","Lynx_lynx","HP3","Virus","Borna_disease_virus"
"3574","Borna_disease_virus","Equus_asinus","HP3","Virus","Borna_disease_virus"
"3575","Bornavirus_mammalian_1_bornavirus","Procyon_lotor","GMPD","Virus","Bornavirus_mammalian_1_bornavirus"
"3576","Borrelia_afzelii","Apodemus_uralensis","EID2","Bacteria","Borreliella_afzelii"
"3577","Borrelia_afzelii","Vulpes_vulpes","GMPD","Bacteria","Borreliella_afzelii"
"3578","Borrelia_afzelii","Apodemus_agrarius","EID2","Bacteria","Borreliella_afzelii"
"3579","Borrelia_afzelii","Microtus_arvalis","EID2","Bacteria","Borreliella_afzelii"
"3580","Borrelia_afzelii","Microtus_agrestis","EID2","Bacteria","Borreliella_afzelii"
"3581","Borrelia_afzelii","Apodemus_flavicollis","EID2","Bacteria","Borreliella_afzelii"
"3582","Borrelia_afzelii","Microtus_oeconomus","EID2","Bacteria","Borreliella_afzelii"
"3583","Borrelia_afzelii","Myodes_rutilus","EID2","Bacteria","Borreliella_afzelii"
"3584","Borrelia_afzelii","Homo_sapiens","EID2","Bacteria","Borreliella_afzelii"
"3585","Borrelia_afzelii","Sorex_araneus","EID2","Bacteria","Borreliella_afzelii"
"3586","Borrelia_afzelii","Peromyscus_gossypinus","EID2","Bacteria","Borreliella_afzelii"
"3587","Borrelia_afzelii","Capricornis_crispus","GMPD","Bacteria","Borreliella_afzelii"
"3588","Borrelia_afzelii","Myodes_glareolus","EID2","Bacteria","Borreliella_afzelii"
"3589","Borrelia_afzelii","Meles_meles","EID2","Bacteria","Borreliella_afzelii"
"3590","Borrelia_afzelii","Myodes_rufocanus","EID2","Bacteria","Borreliella_afzelii"
"3591","Borrelia_americana","Homo_sapiens","EID2","Bacteria","Borreliella_americana"
"3592","Borrelia_andersonii","Homo_sapiens","EID2","Bacteria","Borreliella_andersonii"
"3593","Borrelia_anserina","Anas_platyrhynchos","Shaw","Bacteria","Borrelia_anserina"
"3594","Borrelia_anserina","Anser_anser","Shaw","Bacteria","Borrelia_anserina"
"3595","Borrelia_anserina","Gallus_gallus","Shaw","Bacteria","Borrelia_anserina"
"3596","Borrelia_anserina","Meleagris_gallopavo","Shaw","Bacteria","Borrelia_anserina"
"3597","Borrelia_bissettii","Neotoma_fuscipes","EID2","Bacteria","Borreliella_bissettii"
"3598","Borrelia_bissettii","Neotoma_floridana","EID2","Bacteria","Borreliella_bissettii"
"3599","Borrelia_bissettii","Microtus_ochrogaster","EID2","Bacteria","Borreliella_bissettii"
"3600","Borrelia_bissettii","Neotoma_mexicana","EID2","Bacteria","Borreliella_bissettii"
"3601","Borrelia_bissettii","Peromyscus_gossypinus","EID2","Bacteria","Borreliella_bissettii"
"3602","Borrelia_bissettii","Sigmodon_hispidus","EID2","Bacteria","Borreliella_bissettii"
"3603","Borrelia_bissettii","Homo_sapiens","EID2","Bacteria","Borreliella_bissettii"
"3604","Borrelia_brasiliensis","Homo_sapiens","Shaw","Bacteria","Borrelia_brasiliensis"
"3605","Borrelia_burgdorferi","Procyon_lotor","EID2","Bacteria","Borreliella_burgdorferi"
"3606","Borrelia_burgdorferi","Peromyscus_gossypinus","EID2","Bacteria","Borreliella_burgdorferi"
"3607","Borrelia_burgdorferi","Peromyscus_boylii","EID2","Bacteria","Borreliella_burgdorferi"
"3608","Borrelia_burgdorferi","Myodes_glareolus","EID2","Bacteria","Borreliella_burgdorferi"
"3609","Borrelia_burgdorferi","Urocyon_cinereoargenteus","GMPD","Bacteria","Borreliella_burgdorferi"
"3610","Borrelia_burgdorferi","Dama_dama","GMPD","Bacteria","Borreliella_burgdorferi"
"3611","Borrelia_burgdorferi","Procyon_lotor","GMPD","Bacteria","Borreliella_burgdorferi"
"3612","Borrelia_burgdorferi","Vulpes_vulpes","GMPD","Bacteria","Borreliella_burgdorferi"
"3613","Borrelia_burgdorferi","Neotoma_fuscipes","EID2","Bacteria","Borreliella_burgdorferi"
"3614","Borrelia_burgdorferi","Capreolus_capreolus","GMPD","Bacteria","Borreliella_burgdorferi"
"3615","Borrelia_burgdorferi","Sigmodon_hispidus","EID2","Bacteria","Borreliella_burgdorferi"
"3616","Borrelia_burgdorferi","Apodemus_flavicollis","EID2","Bacteria","Borreliella_burgdorferi"
"3617","Borrelia_burgdorferi","Capra_ibex","GMPD","Bacteria","Borreliella_burgdorferi"
"3618","Borrelia_burgdorferi","Odocoileus_hemionus","EID2","Bacteria","Borreliella_burgdorferi"
"3619","Borrelia_burgdorferi","Peromyscus_californicus","EID2","Bacteria","Borreliella_burgdorferi"
"3620","Borrelia_burgdorferi","Glaucomys_volans","EID2","Bacteria","Borreliella_burgdorferi"
"3621","Borrelia_burgdorferi","Reithrodontomys_megalotis","EID2","Bacteria","Borreliella_burgdorferi"
"3622","Borrelia_burgdorferi","Neotoma_lepida","EID2","Bacteria","Borreliella_burgdorferi"
"3623","Borrelia_burgdorferi","Peromyscus_leucopus","EID2","Bacteria","Borreliella_burgdorferi"
"3624","Borrelia_burgdorferi","Homo_sapiens","EID2","Bacteria","Borreliella_burgdorferi"
"3625","Borrelia_burgdorferi","Microtus_californicus","EID2","Bacteria","Borreliella_burgdorferi"
"3626","Borrelia_burgdorferi","Sus_scrofa","GMPD","Bacteria","Borreliella_burgdorferi"
"3627","Borrelia_burgdorferi","Capricornis_crispus","GMPD","Bacteria","Borreliella_burgdorferi"
"3628","Borrelia_burgdorferi","Cervus_nippon","GMPD","Bacteria","Borreliella_burgdorferi"
"3629","Borrelia_burgdorferi","Odocoileus_hemionus","GMPD","Bacteria","Borreliella_burgdorferi"
"3630","Borrelia_burgdorferi","Neotoma_floridana","EID2","Bacteria","Borreliella_burgdorferi"
"3631","Borrelia_burgdorferi","Myodes_rutilus","EID2","Bacteria","Borreliella_burgdorferi"
"3632","Borrelia_burgdorferi","Oryzomys_palustris","EID2","Bacteria","Borreliella_burgdorferi"
"3633","Borrelia_burgdorferi","Rupicapra_rupicapra","GMPD","Bacteria","Borreliella_burgdorferi"
"3634","Borrelia_burgdorferi","Ochrotomys_nuttalli","EID2","Bacteria","Borreliella_burgdorferi"
"3635","Borrelia_burgdorferi","Canis_lupus","GMPD","Bacteria","Borreliella_burgdorferi"
"3636","Borrelia_burgdorferi","Canis_latrans","GMPD","Bacteria","Borreliella_burgdorferi"
"3637","Borrelia_burgdorferi","Canis_lupus","EID2","Bacteria","Borreliella_burgdorferi"
"3638","Borrelia_burgdorferi","Cervus_nippon","EID2","Bacteria","Borreliella_burgdorferi"
"3639","Borrelia_burgdorferi","Odocoileus_virginianus","GMPD","Bacteria","Borreliella_burgdorferi"
"3640","Borrelia_burgdorferi","Cervus_elaphus","GMPD","Bacteria","Borreliella_burgdorferi"
"3641","Borrelia_carolinensis","Peromyscus_gossypinus","EID2","Bacteria","Borreliella_carolinensis"
"3642","Borrelia_carolinensis","Neotoma_floridana","EID2","Bacteria","Borreliella_carolinensis"
"3643","Borrelia_caucasica","Homo_sapiens","Shaw","Bacteria","Borrelia_caucasica"
"3644","Borrelia_coriaceae","Odocoileus_hemionus","Shaw","Bacteria","Borrelia_coriaceae"
"3645","Borrelia_coriaceae","Odocoileus_hemionus","EID2","Bacteria","Borrelia_coriaceae"
"3646","Borrelia_coriaceae","Bos_taurus","Shaw","Bacteria","Borrelia_coriaceae"
"3647","Borrelia_crocidurae","Mus_musculus","Shaw","Bacteria","Borrelia_crocidurae"
"3648","Borrelia_crocidurae","Mastomys_erythroleucus","Shaw","Bacteria","Borrelia_crocidurae"
"3649","Borrelia_crocidurae","Mastomys_huberti","Shaw","Bacteria","Borrelia_crocidurae"
"3650","Borrelia_crocidurae","Arvicanthis_niloticus","Shaw","Bacteria","Borrelia_crocidurae"
"3651","Borrelia_crocidurae","Homo_sapiens","Shaw","Bacteria","Borrelia_crocidurae"
"3652","Borrelia_crocidurae","Cricetomys_gambianus","Shaw","Bacteria","Borrelia_crocidurae"
"3653","Borrelia_crocidurae","Homo_sapiens","EID2","Bacteria","Borrelia_crocidurae"
"3654","Borrelia_crocidurae","Mastomys_natalensis","EID2","Bacteria","Borrelia_crocidurae"
"3655","Borrelia_crocidurae","Rattus_rattus","Shaw","Bacteria","Borrelia_crocidurae"
"3656","Borrelia_duttonii","Homo_sapiens","Shaw","Bacteria","Borrelia_duttonii"
"3657","Borrelia_duttonii","Gallus_gallus","Shaw","Bacteria","Borrelia_duttonii"
"3658","Borrelia_duttonii","Homo_sapiens","EID2","Bacteria","Borrelia_duttonii"
"3659","Borrelia_duttonii","Sus_scrofa_domesticus","Shaw","Bacteria","Borrelia_duttonii"
"3660","Borrelia_garinii","Myodes_glareolus","EID2","Bacteria","Borreliella_garinii"
"3661","Borrelia_garinii","Apodemus_flavicollis","EID2","Bacteria","Borreliella_garinii"
"3662","Borrelia_garinii","Microtus_oeconomus","EID2","Bacteria","Borreliella_garinii"
"3663","Borrelia_garinii","Apodemus_uralensis","EID2","Bacteria","Borreliella_garinii"
"3664","Borrelia_garinii","Myodes_rufocanus","EID2","Bacteria","Borreliella_garinii"
"3665","Borrelia_garinii","Capricornis_crispus","GMPD","Bacteria","Borreliella_garinii"
"3666","Borrelia_garinii","Apodemus_speciosus","EID2","Bacteria","Borreliella_garinii"
"3667","Borrelia_garinii","Sicista_betulina","EID2","Bacteria","Borreliella_garinii"
"3668","Borrelia_garinii","Myodes_rutilus","EID2","Bacteria","Borreliella_garinii"
"3669","Borrelia_garinii","Peromyscus_gossypinus","EID2","Bacteria","Borreliella_garinii"
"3670","Borrelia_garinii","Homo_sapiens","EID2","Bacteria","Borreliella_garinii"
"3671","Borrelia_garinii","Eothenomys_smithii","EID2","Bacteria","Borreliella_garinii"
"3672","Borrelia_garinii","Microtus_arvalis","EID2","Bacteria","Borreliella_garinii"
"3673","Borrelia_garinii","Neotoma_floridana","EID2","Bacteria","Borreliella_garinii"
"3674","Borrelia_garinii","Cervus_nippon","GMPD","Bacteria","Borreliella_garinii"
"3675","Borrelia_harveyi","Chlorocebus_pygerythrus","GMPD","Bacteria","Borrelia_harveyi"
"3676","Borrelia_hermsii","Peromyscus_boylii","Shaw","Bacteria","Borrelia_hermsii"
"3677","Borrelia_hermsii","Odocoileus_hemionus","Shaw","Bacteria","Borrelia_hermsii"
"3678","Borrelia_hermsii","Odocoileus_hemionus","EID2","Bacteria","Borrelia_hermsii"
"3679","Borrelia_hermsii","Tamias_merriami","Shaw","Bacteria","Borrelia_hermsii"
"3680","Borrelia_hermsii","Homo_sapiens","Shaw","Bacteria","Borrelia_hermsii"
"3681","Borrelia_hermsii","Homo_sapiens","EID2","Bacteria","Borrelia_hermsii"
"3682","Borrelia_hermsii","Tamiasciurus_douglasii","Shaw","Bacteria","Borrelia_hermsii"
"3683","Borrelia_hermsii","Neotoma_macrotis","Shaw","Bacteria","Borrelia_hermsii"
"3684","Borrelia_hermsii","Tamias_speciosus","Shaw","Bacteria","Borrelia_hermsii"
"3685","Borrelia_hermsii","Tamiasciurus_hudsonicus","EID2","Bacteria","Borrelia_hermsii"
"3686","Borrelia_hispanica","Homo_sapiens","Shaw","Bacteria","Borrelia_hispanica"
"3687","Borrelia_hispanica","Meriones_shawi","Shaw","Bacteria","Borrelia_hispanica"
"3688","Borrelia_hispanica","Dipodillus_campestris","Shaw","Bacteria","Borrelia_hispanica"
"3689","Borrelia_hispanica","Homo_sapiens","EID2","Bacteria","Borrelia_hispanica"
"3690","Borrelia_japonica","Capricornis_crispus","GMPD","Bacteria","Borreliella_japonica"
"3691","Borrelia_latyschewii","Homo_sapiens","Shaw","Bacteria","Borrelia_latyschewii"
"3692","Borrelia_lonestari","Odocoileus_virginianus","EID2","Bacteria","Borrelia_lonestari"
"3693","Borrelia_mazzottii","Homo_sapiens","Shaw","Bacteria","Borrelia_mazzottii"
"3694","Borrelia_miyamotoi","Meleagris_gallopavo","Shaw","Bacteria","Borrelia_miyamotoi"
"3695","Borrelia_miyamotoi","Homo_sapiens","Shaw","Bacteria","Borrelia_miyamotoi"
"3696","Borrelia_miyamotoi","Homo_sapiens","EID2","Bacteria","Borrelia_miyamotoi"
"3697","Borrelia_parkeri","Homo_sapiens","Shaw","Bacteria","Borrelia_parkeri"
"3698","Borrelia_parkeri","Cynomys_leucurus","Shaw","Bacteria","Borrelia_parkeri"
"3699","Borrelia_parkeri","Spermophilus_richardsonii","Shaw","Bacteria","Borrelia_parkeri"
"3700","Borrelia_parkeri","Equus_caballus","Shaw","Bacteria","Borrelia_parkeri"
"3701","Borrelia_persica","Canis_lupus","EID2","Bacteria","Borrelia_persica"
"3702","Borrelia_persica","Homo_sapiens","EID2","Bacteria","Borrelia_persica"
"3703","Borrelia_persica","Felis_catus","Shaw","Bacteria","Borrelia_persica"
"3704","Borrelia_persica","Homo_sapiens","Shaw","Bacteria","Borrelia_persica"
"3705","Borrelia_recurrentis","Homo_sapiens","EID2","Bacteria","Borrelia_recurrentis"
"3706","Borrelia_recurrentis","Saguinus_geoffroyi","GMPD","Bacteria","Borrelia_recurrentis"
"3707","Borrelia_recurrentis","Homo_sapiens","Shaw","Bacteria","Borrelia_recurrentis"
"3708","Borrelia_sp.","Procyon_lotor","GMPD","Bacteria","Borrelia_sp."
"3709","Borrelia_sp.","Odocoileus_hemionus","GMPD","Bacteria","Borrelia_sp."
"3710","Borrelia_spielmanii","Vulpes_vulpes","EID2","Bacteria","Borreliella_spielmanii"
"3711","Borrelia_spielmanii","Homo_sapiens","EID2","Bacteria","Borreliella_spielmanii"
"3712","Borrelia_tanukii","Niviventer_niviventer","EID2","Bacteria","Borreliella_tanukii"
"3713","Borrelia_tanukii","Rattus_nitidus","EID2","Bacteria","Borreliella_tanukii"
"3714","Borrelia_theileri","Equus_caballus","Shaw","Bacteria","Borrelia_theileri"
"3715","Borrelia_theileri","Bos_taurus","Shaw","Bacteria","Borrelia_theileri"
"3716","Borrelia_turcica","Testudo_graeca","Shaw","Bacteria","Borrelia_turcica"
"3717","Borrelia_turcica","Testudo_horsfieldii","Shaw","Bacteria","Borrelia_turcica"
"3718","Borrelia_turicatae","Homo_sapiens","Shaw","Bacteria","Borrelia_turicatae"
"3719","Borrelia_valaisiana","Nyctereutes_procyonoides","EID2","Bacteria","Borreliella_valaisiana"
"3720","Borrelia_valaisiana","Apodemus_agrarius","EID2","Bacteria","Borreliella_valaisiana"
"3721","Borrelia_valaisiana","Maxomys_surifer","EID2","Bacteria","Borreliella_valaisiana"
"3722","Borrelia_valaisiana","Rattus_nitidus","EID2","Bacteria","Borreliella_valaisiana"
"3723","Borrelia_venezuelensis","Homo_sapiens","Shaw","Bacteria","Borrelia_venezuelensis"
"3724","Borreliella_afzelii","Procyon_lotor","Shaw","Bacteria","Borreliella_afzelii"
"3725","Borreliella_afzelii","Myodes_glareolus","Shaw","Bacteria","Borreliella_afzelii"
"3726","Borreliella_afzelii","Apodemus_sylvaticus","Shaw","Bacteria","Borreliella_afzelii"
"3727","Borreliella_afzelii","Myodes_rutilus","Shaw","Bacteria","Borreliella_afzelii"
"3728","Borreliella_afzelii","Erinaceus_europaeus","Shaw","Bacteria","Borreliella_afzelii"
"3729","Borreliella_afzelii","Myodes_rufocanus","Shaw","Bacteria","Borreliella_afzelii"
"3730","Borreliella_afzelii","Homo_sapiens","Shaw","Bacteria","Borreliella_afzelii"
"3731","Borreliella_afzelii","Apodemus_flavicollis","Shaw","Bacteria","Borreliella_afzelii"
"3732","Borreliella_afzelii","Erinaceus_roumanicus","Shaw","Bacteria","Borreliella_afzelii"
"3733","Borreliella_americana","Pipilo_erythrophthalmus","Shaw","Bacteria","Borreliella_americana"
"3734","Borreliella_americana","Thryothorus_ludovicianus","Shaw","Bacteria","Borreliella_americana"
"3735","Borreliella_americana","Homo_sapiens","Shaw","Bacteria","Borreliella_americana"
"3736","Borreliella_bavariensis","Erinaceus_roumanicus","Shaw","Bacteria","Borreliella_bavariensis"
"3737","Borreliella_bavariensis","Erinaceus_europaeus","Shaw","Bacteria","Borreliella_bavariensis"
"3738","Borreliella_bavariensis","Homo_sapiens","Shaw","Bacteria","Borreliella_bavariensis"
"3739","Borreliella_burgdorferi","Ursus_americanus","Shaw","Bacteria","Borreliella_burgdorferi"
"3740","Borreliella_burgdorferi","Equus_caballus","Shaw","Bacteria","Borreliella_burgdorferi"
"3741","Borreliella_burgdorferi","Capra_hircus","Shaw","Bacteria","Borreliella_burgdorferi"
"3742","Borreliella_burgdorferi","Peromyscus_boylii","Shaw","Bacteria","Borreliella_burgdorferi"
"3743","Borreliella_burgdorferi","Lepus_europaeus","Shaw","Bacteria","Borreliella_burgdorferi"
"3744","Borreliella_burgdorferi","Canis_latrans","Shaw","Bacteria","Borreliella_burgdorferi"
"3745","Borreliella_burgdorferi","Spizella_passerina","Shaw","Bacteria","Borreliella_burgdorferi"
"3746","Borreliella_burgdorferi","Mus_musculus","Shaw","Bacteria","Borreliella_burgdorferi"
"3747","Borreliella_burgdorferi","Cervus_nippon","Shaw","Bacteria","Borreliella_burgdorferi"
"3748","Borreliella_burgdorferi","Peromyscus_maniculatus","Shaw","Bacteria","Borreliella_burgdorferi"
"3749","Borreliella_burgdorferi","Urocyon_cinereoargenteus","Shaw","Bacteria","Borreliella_burgdorferi"
"3750","Borreliella_burgdorferi","Zonotrichia_albicollis","Shaw","Bacteria","Borreliella_burgdorferi"
"3751","Borreliella_burgdorferi","Neotoma_fuscipes","Shaw","Bacteria","Borreliella_burgdorferi"
"3752","Borreliella_burgdorferi","Sciurus_griseus","Shaw","Bacteria","Borreliella_burgdorferi"
"3753","Borreliella_burgdorferi","Tamias_striatus","Shaw","Bacteria","Borreliella_burgdorferi"
"3754","Borreliella_burgdorferi","Microtus_pennsylvanicus","Shaw","Bacteria","Borreliella_burgdorferi"
"3755","Borreliella_burgdorferi","Leiothlypis_celata","Shaw","Bacteria","Borreliella_burgdorferi"
"3756","Borreliella_burgdorferi","Peromyscus_leucopus","Shaw","Bacteria","Borreliella_burgdorferi"
"3757","Borreliella_burgdorferi","Vulpes_vulpes","Shaw","Bacteria","Borreliella_burgdorferi"
"3758","Borreliella_burgdorferi","Sylvilagus_floridanus","Shaw","Bacteria","Borreliella_burgdorferi"
"3759","Borreliella_burgdorferi","Homo_sapiens","Shaw","Bacteria","Borreliella_burgdorferi"
"3760","Borreliella_burgdorferi","Procyon_lotor","Shaw","Bacteria","Borreliella_burgdorferi"
"3761","Borreliella_burgdorferi","Felis_catus","Shaw","Bacteria","Borreliella_burgdorferi"
"3762","Borreliella_burgdorferi","Baeolophus_inornatus","Shaw","Bacteria","Borreliella_burgdorferi"
"3763","Borreliella_burgdorferi","Chondestes_grammacus","Shaw","Bacteria","Borreliella_burgdorferi"
"3764","Borreliella_burgdorferi","Junco_hyemalis","Shaw","Bacteria","Borreliella_burgdorferi"
"3765","Borreliella_burgdorferi","Ovis_aries","Shaw","Bacteria","Borreliella_burgdorferi"
"3766","Borreliella_burgdorferi","Thryomanes_bewickii","Shaw","Bacteria","Borreliella_burgdorferi"
"3767","Borreliella_burgdorferi","Bos_taurus","Shaw","Bacteria","Borreliella_burgdorferi"
"3768","Borreliella_burgdorferi","Turdus_migratorius","Shaw","Bacteria","Borreliella_burgdorferi"
"3769","Borreliella_burgdorferi","Spinus_psaltria","Shaw","Bacteria","Borreliella_burgdorferi"
"3770","Borreliella_burgdorferi","Capricornis_crispus","Shaw","Bacteria","Borreliella_burgdorferi"
"3771","Borreliella_burgdorferi","Cervus_elaphus","Shaw","Bacteria","Borreliella_burgdorferi"
"3772","Borreliella_burgdorferi","Alces_alces","Shaw","Bacteria","Borreliella_burgdorferi"
"3773","Borreliella_burgdorferi","Didelphis_virginiana","Shaw","Bacteria","Borreliella_burgdorferi"
"3774","Borreliella_burgdorferi","Pheucticus_melanocephalus","Shaw","Bacteria","Borreliella_burgdorferi"
"3775","Borreliella_burgdorferi","Sorex_araneus","Shaw","Bacteria","Borreliella_burgdorferi"
"3776","Borreliella_carolinensis","Peromyscus_gossypinus","Shaw","Bacteria","Borreliella_carolinensis"
"3777","Borreliella_carolinensis","Neotoma_floridana","Shaw","Bacteria","Borreliella_carolinensis"
"3778","Borreliella_garinii","Myodes_rutilus","Shaw","Bacteria","Borreliella_garinii"
"3779","Borreliella_garinii","Apodemus_flavicollis","Shaw","Bacteria","Borreliella_garinii"
"3780","Borreliella_garinii","Apodemus_sylvaticus","Shaw","Bacteria","Borreliella_garinii"
"3781","Borreliella_garinii","Myodes_rufocanus","Shaw","Bacteria","Borreliella_garinii"
"3782","Borreliella_garinii","Homo_sapiens","Shaw","Bacteria","Borreliella_garinii"
"3783","Borreliella_garinii","Procyon_lotor","Shaw","Bacteria","Borreliella_garinii"
"3784","Borreliella_japonica","Myodes_smithii","Shaw","Bacteria","Borreliella_japonica"
"3785","Borreliella_japonica","Myodes_rufocanus","Shaw","Bacteria","Borreliella_japonica"
"3786","Borreliella_japonica","Crocidura_dsinezumi","Shaw","Bacteria","Borreliella_japonica"
"3787","Borreliella_japonica","Homo_sapiens","Shaw","Bacteria","Borreliella_japonica"
